,smiles,ChEMBL_ID,activity_IC50,binding_score
222,C[C@H](N1CC[C@@](CCCO)(OC1=O)c1ccc(F)cc1)c1ccc(cc1)-c1ccc(=O)n(C)c1,CHEMBL3664712,4.633468455579586,-9.87979
223,CC[C@H](N1CC[C@@](CC(C)(C)O)(OC1=O)c1ccccc1)c1ccc(cc1)-c1ccc(=O)n(C)c1,CHEMBL3664661,4.698970004336019,-11.04918
224,CC(C)Cn1c2sc(Oc3cccc4ccccc34)c(C(=O)N3CC[C@@H](O)C3)c2c(=O)n(C)c1=O,CHEMBL219098,3.6720978579357175,-10.68291
226,OC1CCN(CC1)c1nccc2c(c(nn12)-c1ccc(F)cc1)-c1ccc2NC(=O)Cc2c1,CHEMBL4436028,3.278753600952829,-12.28591
227,Cl.Cc1cc(C2NC=NC=C2)c(C)s1,CHEMBL3823354,4.3979400086720375,-6.11808
228,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)nnc1-c1ccn(C)c(=O)c1,CHEMBL3894853,4.230448921378274,-9.82625
229,CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc2C1,CHEMBL1642896,4.3979400086720375,-8.98718
230,Cl.COCCOc1ccccc1N1CCN(CC1)C(=O)[C@@]1(CCCN([C@@H]1CCO)C(=O)c1cnccc1C(F)(F)F)Oc1ccc(cc1)C(F)(F)F,CHEMBL3288451,4.477121254719663,-10.3205
232,Cc1cccnc1CN1CCC2(CC1)N(C(=O)N(C2=O)c1ccc(cc1)-c1ccc(cc1C)C(O)=O)c1ncccn1,CHEMBL2041188,4.698970004336019,-10.6656
233,Cc1ccc(CN2CC[C@@H](N3CC[C@H]([C@H](F)C3)c3ccc(O)cc3)C2=O)cc1,CHEMBL3892956,4.2552725051033065,-10.50505
234,Cc1cccnc1CN1CCC2(CC1)N(C(=O)N(C2=O)c1ccc(cc1)-c1ccc(cc1C)C(O)=O)c1nccnc1C,CHEMBL2041186,4.698970004336019,-11.62664
235,Cc1cccnc1CN1CCC2(CC1)N(C(=O)N(C2=O)c1ccc(nc1)-c1ccc(cc1C)C(O)=O)c1cnccn1,CHEMBL2041191,4.698970004336019,-10.4652
236,[O-][N+](=O)c1ncn(CC(=O)N2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)n1,CHEMBL3633320,4.301029995663981,-8.60836
237,COc1cnc2[nH]cc(Cc3ccc(NCc4cncc(F)c4)nc3F)c2c1,CHEMBL3673944,3.6989700043360187,-8.98301
238,Clc1ccccc1\\C=C\\C(=O)c1ccc[nH]1,CHEMBL1335197,4.301029995663981,-7.33415
239,O[C@H]1CC[C@@H](CC1)NC(=O)[C@H](C1CCCCC1)n1c(nc2cc(F)c(F)cc12)-c1ccc(Cl)cc1,CHEMBL1668239,4.6020599913279625,-10.43655
244,Cl.CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C11CCN(Cc2ccc(Oc3ccccc3)cc2)CC1,CHEMBL536743,3.7403626894942437,-10.15246
246,COc1ccc(cc1OC)-c1sc(\\N=C\\c2ccc(cc2)N(C)CCC#N)c(C#N)c1C,CHEMBL1928092,3.0791812460476247,-7.55018
247,Cc1cnc2[nH]cc(Cc3cnc(NCc4cccc(n4)N4CCCC4)nc3)c2c1,CHEMBL3669004,3.6989700043360187,-9.96396
248,COc1ncc(F)cc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,CHEMBL3673934,3.6989700043360187,-8.99706
250,COc1cc(C=C2CCCN3[C@H](CCON=C23)c2cc(F)c(F)c(F)c2)ccc1-n1cnc(C)c1,CHEMBL2312555,4.477121254719663,-10.05438
252,Cc1cccc(NC(=O)c2cc(Oc3cncc(F)c3)cc(C)n2)n1,CHEMBL4076771,3.113943352306837,-9.05644
253,Cc1cc(Oc2cncnc2)cc(n1)C(=O)Nc1cccc(F)n1,CHEMBL4095685,3.255272505103306,-8.5588
254,Cc1cc(Oc2cncnc2)cc(n1)C(=O)Nc1ccc(Cl)cn1,CHEMBL4082854,4.041392685158225,-8.19639
258,N[C@@H]1CCCN(C1)c1ncc(F)c(=O)n1Cc1ccccc1C#N,CHEMBL1650404,4.0,-8.19343
259,CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ccc(cn1)C(O)=O)c1cc(Cl)cc(Cl)c1,CHEMBL1098726,4.544068044350276,-9.62967
260,CCOC(=O)c1cc(C#N)c(nc1C)N1CCC(CC1)C(=O)NS(=O)(=O)Cc1ccccc1,CHEMBL2419490,3.5185139398778875,-9.44447
261,CCOC(=O)c1cc(C#N)c(nc1C)N1CC(C1)C(=O)NS(=O)(=O)Cc1ccc(Cl)cc1,CHEMBL2419485,3.8512583487190755,-8.83363
263,Clc1ccc(cc1)C(NC(=O)CNC(=O)c1ccc(Cl)cc1)c1ccccc1,CHEMBL475928,4.698970004336019,-9.70031
264,CCc1nc(Oc2ccc(cc2)C(O)=O)ccc1CN1CCC(CC1)N1[C@@H](CN(C2CCOCC2)C1=O)c1ccccc1,CHEMBL2435856,4.863322860120456,-10.72901
266,Cc1ccoc1C(=O)Nc1ccc(cc1F)N1C(=O)c2ccc(C)cc2C1=O,CHEMBL3758746,4.477121254719663,-10.12025
267,Cc1cc(cc(C)c1C#CC(C)(C)CC(O)=O)N1CCOc2ncnc(N)c2C1=O,CHEMBL4126331,5.0,-10.16949
268,Cl.C[C@H](NC(=O)[C@H]1CCCCN1CCOc1ccccc1)c1ccc(cc1)C(O)=O,CHEMBL3115074,4.0,-8.99438
269,CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,CHEMBL191,3.4596939764779706,-9.99876
270,O=C(\\C=C\\c1cccnc1)c1ccc2ccc3ccccc3c2c1,CHEMBL4080095,4.301029995663981,-10.33136
271,Cc1noc(n1)C(=C\\c1cccc(c1)-c1cc(cc2cccnc12)C(C)(C)S(C)(=O)=O)\\c1ccc(cc1)S(C)(=O)=O,CHEMBL372575,2.3010299956639813,-11.88334
272,CN(C)C\\C=C\\C(=O)N1CCCC[C@H](C1)n1c(NC(=O)c2ccnc(C)c2)nc2cccc(Cl)c12,CHEMBL3787344,4.3979400086720375,-9.74332
275,Fc1cnccc1-c1ncc(NC(=O)C2CC2)nc1-c1cnco1,CHEMBL1672633,4.3979400086720375,-8.19582
276,Fc1ccc(cc1)C(=O)N1CCc2nc(COc3cccc(F)c3)oc2C1,CHEMBL3605277,4.477121254719663,-10.02781
277,Fc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,CHEMBL437002,3.3010299956639813,-9.35808
278,OC(=O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(Cl)ccc12,CHEMBL410333,4.0,-9.33204
279,Fc1cc(NCC2COCCO2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4087220,4.301029995663981,-7.64078
280,Fc1cc(NC2CCCOC2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4099769,4.301029995663981,-7.3684
281,Fc1cc(NCCC2CCCOC2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4094490,4.301029995663981,-7.98729
282,OC(Cn1cnnc1)(c1ccc(F)cc1F)C(F)(F)c1cnc2cc(Cl)ccc2n1,CHEMBL3699082,4.623249290397901,-10.14317
283,Fc1cc(NCCC2CCC3(CC2)OCCO3)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4098747,4.301029995663981,-8.61479
284,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(cc2)S(=O)(=O)N2CCOCC2)c1F,CHEMBL3981784,4.0,-10.67609
285,O[C@@H]1c2c(ccc(Oc3cc(F)cc(c3)C#N)c2C(F)F)S(=O)(=O)C1(F)F,CHEMBL4175320,4.195899652409234,-9.08799
286,Cl.Cl.Cc1ccc(cn1)C#CCN,CHEMBL4164781,4.698970004336019,-5.41471
287,Cl.Cl.Cl.Cl.NCc1ccc(o1)-c1cnccc1-c1cncnc1,CHEMBL4168256,4.3979400086720375,-7.58914
288,COc1cc(cc(OC)c1OC)-c1cnc2[nH]cc(-c3ccc(N)nc3)c2c1,CHEMBL2436982,4.477121254719663,-9.0542
289,Cc1cc(Nc2ncc(-c3nc(cs3)-c3ccccc3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1,CHEMBL3601185,4.698970004336019,-10.93905
290,OC[C@H]1C[C@@H](Nc2nc(Nc3ccnc(OC4CC4)c3)ncc2-c2ccc3ccccc3n2)[C@H](O)[C@@H]1O,CHEMBL3601190,4.698970004336019,-10.76156
291,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,CHEMBL258502,2.342422680822206,-7.1721
292,OCCc1c(-c2cc(Cl)ccc2O)c2cc(ccc2n(Cc2nn[nH]n2)c1=O)C(F)(F)F,CHEMBL193647,4.278753600952829,-9.14025
293,CC[C@H]1[C@@H]2[C@@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,CHEMBL229861,4.6020599913279625,-7.83119
294,Cn1c2CNCCc2c2ccc(cc12)-n1ccc(OCc2ccccc2)cc1=O,CHEMBL1289395,4.0,-10.81683
295,C[C@H]1N(CCc2c1nnn2-c1cc(F)ccn1)C(=O)c1cccc(c1Cl)C(F)(F)F,CHEMBL4094806,3.4471580313422194,-10.25442
296,Cn1c2ccc(cc2c(-c2cc(Cl)ccc2O)c(CCO)c1=O)C(F)(F)F,CHEMBL381679,3.041392685158225,-8.93005
297,CC(C)N1Cc2c(nc(nc2N[C@H](C)c2ccc(OC(F)(F)F)cc2)N2CCN(CC2)C(C)=O)C1=O,CHEMBL2011118,3.863322860120456,-10.20752
298,CCOc1ccc(cc1)[C@H](Nc1nc(nc2C(=O)N(Cc12)C(C)C)N1CCN(CC1)C(C)=O)C(F)(F)F,CHEMBL2011122,4.146128035678238,-10.05261
299,CCOc1ccc(cc1F)[C@@H](C)Nc1nc(nc2C(=O)N(Cc12)C(C)C)N1CCN(CC1)C(C)=O,CHEMBL2011123,4.041392685158225,-9.8674
300,CC(C)N1Cc2c(nc(nc2NCc2cnc3ccccc3c2)N2CCN(CC2)C(C)=O)C1=O,CHEMBL2011125,4.204119982655925,-11.24728
301,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,CHEMBL3264002,4.079181246047625,-9.88439
302,CB1Nc2c(OCC(O)CN(C)C)cccc2C=C1,CHEMBL3736433,4.0,-7.08975
303,CC(C)(NCCCc1cc(nc(n1)C#N)-c1cccc(c1)C(F)(F)F)C(N)=O,CHEMBL1270269,4.544068044350276,-8.33017
304,O[C@]1(CN2CCC1CC2)C#Cc1ccc(Oc2ccc(cc2)C(=O)NCc2ccncn2)cc1,CHEMBL1796298,4.699999970860912,-9.53134
305,Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,CHEMBL1109,2.311753861055754,-8.86792
306,FC(F)(F)c1nc(Nc2cccc(Cl)c2)ncc1C(=O)NCC1CCCC1,CHEMBL226386,3.778151250383644,-9.20887
308,C(Nc1nc(nc2cccc(-c3ccccc3)c12)-c1cccnc1)c1ccccn1,CHEMBL4099807,4.0,-10.14792
310,O=C(\\C=C\\c1ccc2ccccc2c1)c1cccnc1,CHEMBL4059677,4.301029995663981,-8.78868
311,CC(C)OC(=O)[C@H](Cn1ccnc1)NC(=O)c1noc-2c1CCc1ccccc-21,CHEMBL4227117,4.698970004336019,-9.33165
313,O[C@@H]1CCN(C1)c1ncc(cc1-c1cc[nH]n1)C(=O)Nc1ccc(OC(F)(F)Cl)cc1,CHEMBL4208229,4.301029995663981,-9.73903
314,Cc1cc2cc(ccc2o1)\\N=C(/N[C@H]1CCCCN(CC(=O)N2CCCC2)C1=O)NC(=O)c1cccnc1,CHEMBL567904,4.0,-11.03627
315,COc1cc(c(F)cc1-n1c2ccc(cc2ccc1=O)S(=O)(=O)Nc1ccon1)-c1cccc(F)c1,CHEMBL4073429,2.8808135922807914,-11.09476
317,CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccc(Cl)cc1,CHEMBL575966,4.0,-8.78531
318,COc1ccc(cc1)S(=O)(=O)c1ccc(Cl)cc1S(=O)(=O)N1CCC2(CC2NS(=O)(=O)C(F)(F)F)CC1,CHEMBL595705,3.0,-9.69517
319,Fc1ccccc1S(=O)(=O)c1ccc(cc1S(=O)(=O)N1CCC2(CC2NS(=O)(=O)C(F)(F)F)CC1)C(F)(F)F,CHEMBL595706,3.0,-11.16973
320,NCC(=O)N1CCn2c(C1)nc(c2Nc1ccc2OCOc2c1)-c1ccccc1,CHEMBL601821,4.0,-9.38796
321,CCCC(=O)Nc1n[nH]c2cc(Cl)c(cc12)-c1ccccc1,CHEMBL1095040,4.0,-8.40014
322,CC(C)S(=O)(=O)N[C@H]1Cc2ccc(cc2C1)-c1ccc(F)cn1,CHEMBL1214452,4.0,-8.60969
323,COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3cccc(CN4CCN(C)CC4)c3)ncn2)c1Cl,CHEMBL1834662,4.0,-9.39731
324,Cc1cc(nn1-c1cccc(c1)-c1ccc(cc1C(F)(F)F)C(F)(F)F)C(N)=O,CHEMBL1224194,3.9542425094393248,-9.81008
325,FC(F)(F)C(OC(=O)N1CCN(Cc2ccc(cc2N2CCCC2)C(F)(F)F)CC1)C(F)(F)F,CHEMBL3945728,4.698970004336019,-9.32311
326,Fc1ccc2c(c[nH]c2c1)C(=O)OCC12CCN(CC1)CC2,CHEMBL3951269,4.0,-7.79201
327,C[C@@H]1CN2[C@H]([C@H](C)O1)C1(Cc3cc4c(noc4c(F)c23)N2CC3(CC3)OC2=O)C(=O)NC(=O)NC1=O,CHEMBL4533341,4.3979400086720375,-11.09149
328,COc1cc(C)c2c(c[nH]c2c1)C(=O)OCC12CCN(CC1)CC2,CHEMBL3969361,4.0,-8.14617
329,OCC[C@@]1(CCN(C(=O)O1)c1cccc(n1)-c1ccc(F)cc1)c1ccccc1,CHEMBL3645522,3.7075701760979363,-10.52997
330,COc1cccc(\\C=C\\C(=O)c2cc(OC)c(OC)cc2O)c1,CHEMBL4071093,4.624282095835668,-7.5771
331,C1N=C(Nc2cc3ccccc3cn2)O[C@]11CN2CCC1CC2,CHEMBL3918431,4.6020599913279625,-9.47397
332,CC(C)N1CCC(CC1)Oc1ccc2n3[C@H](C)CNC(=O)c3cc2c1,CHEMBL1257851,4.698970004336019,-8.80632
333,CCOc1ccc(OCC(O)CN(C)Cc2c(C)nn(Cc3ccccc3Cl)c2C)cc1,CHEMBL1223751,4.633468455579586,-8.54624
334,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC,CHEMBL2029988,4.0,-9.93172
335,CCCCOc1ccc(cc1)-c1[nH]ncc1C,CHEMBL434317,3.9395192526186187,-6.76021
336,CN1CCN(CC1)C(=O)c1ccc(cc1)-c1ccc2nc(sc2c1)C(C#N)C(=O)NCC(=O)NC1CC1,CHEMBL4438345,4.2552725051033065,-8.79856
337,COc1ccc(\\C=C\\C(=O)c2cccnc2)c(OC)c1OC,CHEMBL2237709,4.301029995663981,-7.21077
338,C[C@H](O)c1nc(C)nn1-c1cc(nc(C)n1)C1C[C@H]1c1nc2ccccc2n1C,CHEMBL3962106,4.698970004336019,-9.09766
339,CN1CCN(CC1)c1ccc2nc(N)n(CC(O)c3ccc(cc3Cl)C(F)(F)F)c2n1,CHEMBL3289806,4.477121254719663,-9.39158
340,Cc1ccc(cc1O)C(=O)c1nc2ccc(O)cc2s1,CHEMBL2170754,4.732393759822968,-8.80311
341,Cc1ccc(cc1Nc1ncnc2n(ncc12)-c1ccccc1)C(=O)Nc1ccon1,CHEMBL259922,4.6020599913279625,-10.76887
342,Fc1ccccc1S(=O)(=O)c1cc(Cl)ccc1S(=O)(=O)N1CCC(CNS(=O)(=O)C(F)(F)F)CC1,CHEMBL603321,4.146128035678238,-10.76463
343,Cl.CN[C@H]1CC[C@H](CC1)c1c[nH]c2ccc(NC(=N)c3cccs3)cc12,CHEMBL2036268,5.0,-8.78853
344,COc1ccc2[nH]c(SCc3cccc(c3)-c3ccccc3)nc2c1,CHEMBL2018923,2.9138138523837167,-9.42593
345,CCOc1ccc2[nH]c(SCc3ccccn3)nc2c1,CHEMBL2019023,4.383815365980431,-7.42259
347,OP(O)(O)=O.CCN1CCN(CC1)c1ccc(Nc2cc(ncn2)N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)cc1,CHEMBL1834657,4.0,-9.27807
348,COc1ccc2c(c(CC(O)=O)c(=O)oc2c1)C(F)(F)F,CHEMBL1080003,4.698970004336019,-7.44514
349,NCCc1cn(c2ccccc12)S(=O)(=O)c1c(Cl)nc2sccn12,CHEMBL392760,5.698970004336019,-8.5038
350,CS(=O)(=O)c1cccc(c1)-c1ncnc(n1)N1CC(N)C(C1)c1cc(F)c(F)cc1F,CHEMBL246530,4.0,-10.59107
351,CCNC(=NS(=O)(=O)c1cccc(Cl)c1)N1CC(C)(C)C=N1,CHEMBL1834345,4.0,-7.49348
352,Cc1oc(nc1CCOc1cccc(C[C@H]2[C@H](N(C2=O)c2ccc(cc2)C(C)(C)C)C(O)=O)c1)-c1cccc(Cl)c1,CHEMBL429734,2.8260748027008264,-11.36543
354,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1c1ncc([nH]1)-c1ccc(cc1)-c1ccc(cc1)-c1cnc([nH]1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C,CHEMBL2023898,4.77451696572855,-7.11472
355,Cc1cnc2[nH]cc(Cc3cnc(NCc4ccc(nc4)C(F)(F)F)c(F)c3)c2c1,CHEMBL3673973,3.6989700043360187,-9.75785
356,Cc1cnc2[nH]cc(Cc3cnc(NCc4ccc(Cl)nc4)nc3)c2c1,CHEMBL3669001,3.6989700043360187,-9.0026
357,CC[C@H](NC(=O)[C@H]1NCC[C@@H]1O)c1ccc(cc1)-c1noc(CCC2CCCCC2)n1,CHEMBL1209686,3.6989700043360187,-10.03963
358,CN1c2ccccc2OC[C@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)C1=O,CHEMBL4071864,4.3979400086720375,-9.84289
359,CCc1cc(C=C2CCC(=Cc3cc(CC)c(O)c(CC)c3)C2=O)cc(CC)c1O,CHEMBL497137,4.576341350205793,-10.23719
360,Cc1oc(nc1CCOc1ccc(C[C@@H]2[C@@H](N(C2=O)c2ccc(cc2)C(C)(C)C)C(O)=O)cc1)-c1ccccc1,CHEMBL404451,3.4771212547196626,-11.08631
361,CN1c2ccccc2[C@](NCC1=O)([C@H](Oc1nc(C)cc(C)n1)C(O)=O)c1ccccc1,CHEMBL330425,4.698970004336019,-9.05283
362,Fc1ccc(cc1)-n1ncc(n1)C(=O)N[C@@H](Cc1ccc(OC(F)(F)F)c(Cl)c1)C(=O)NC1(CC1)C#N,CHEMBL4104507,3.9542425094393248,-9.97849
363,Fc1ccc(cc1)-n1ncc(n1)C(=O)N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)NC1(CC1)C#N,CHEMBL4073014,3.6020599913279625,-9.478
364,Fc1cc(NC2CCS(=O)(=O)CC2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4071739,4.301029995663981,-7.9779
366,Cn1c(c(C2CCCCC2)c2ccc(cc12)C(=O)NC(C)(C)C(=O)Nc1ccc(\\C=C\\C(O)=O)cc1)-c1ccccn1,CHEMBL1778481,3.8976270912904414,-10.53499
367,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]1[C@H](O)COc2ccccc12)CN1CCN(Cc2ccc(o2)-c2ccccc2)C[C@H]1C(=O)NCC(F)(F)F,CHEMBL444533,4.9237619608287,-11.3427
368,Cc1cnc2[nH]cc(Cc3cnc(NCc4cccc(C)n4)nc3)c2c1,CHEMBL3669002,3.6989700043360187,-9.43025
369,C[C@@H](C(=O)N(C)[C@@H]1CCc2c(CC(O)=O)c3ccccc3n2C1)c1ccc(F)cc1,CHEMBL1778387,4.698970004336019,-10.60807
371,NNc1ccccc1,CHEMBL456807,3.778151250383644,-5.83531
372,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CHEMBL1262,3.4771212547196626,-8.34431
375,Cc1cn(cn1)-c1cccnc1,CHEMBL178781,5.477121254719663,-5.87662
376,O\\N=C\\c1ccc(s1)-c1cccnc1,CHEMBL178534,5.348304863048161,-6.23049
377,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(cn1)-c1ccc(Cl)nc1,CHEMBL3918756,4.623249290397901,-10.00215
380,OC(=O)[C@]12C[C@H]1CN(C2)C1CC[C@@]2(C1)Cc1ccccc1Cc1ccccc21,CHEMBL1276947,4.0,-12.04121
383,Cl.CSc1nc(C)cc(n1)C(=O)NCCN1CCN(CC1)c1cccc(C)c1C,CHEMBL1271930,4.301029995663981,-8.90994
385,Cc1nnn-2c1COc1c(CCN3CCN(CC3)c3cccc4nc(C)ccc34)cccc-21,CHEMBL1241546,3.6989700043360187,-10.82587
386,O=c1cc(oc2c3ccccc3ccc12)-c1ccccc1,CHEMBL283196,4.301029995663981,-10.20184
387,CC[C@@H](NC(=O)c1ccc2n(Cc3ncc(F)cc3F)cnc2c1)c1ccccc1,CHEMBL1821837,4.623249290397901,-10.18475
388,C[C@H](N1CC[C@@](CC(C)(C)O)(OC1=O)c1ccccc1)c1ccc(cc1)-c1cc(C)nc(C)c1,CHEMBL4072112,4.330413773349191,-10.44985
389,C[C@H]1Cc2c([nH]c3cc(F)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc21,CHEMBL1082725,3.8662873390841948,-10.36786
391,Cc1nnc2COc3c(CCN4CCN(CC4)c4cccc5nc(C)ccc45)cccc3-n12,CHEMBL1241738,4.0,-10.85405
393,CCOC(=O)\\C=C\\c1ccc(nc1)C(F)(F)C(O)(Cn1cnnn1)c1ccc(F)cc1F,CHEMBL3891460,4.8750612633917,-9.48125
394,Clc1ccc(OC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CHEMBL270902,4.0,-8.20685
396,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC2(CCCCCC2)C(O)=O)c(C)c1,CHEMBL481363,3.6127838567197355,-10.98876
397,CSc1ccccc1CNc1ncc(c(NCC2CCC(CN)CC2)n1)[N+]([O-])=O,CHEMBL392642,3.146128035678238,-8.79977
398,Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CHEMBL1630,4.7923916894982534,-8.67465
399,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc(c4)-c4ccccc4)CC3)ccc2s1,CHEMBL152968,4.380211241711606,-10.5893
400,C[C@H](N1CC[C@@](CC(C)(C)O)(OC1=O)c1ccccc1)c1ccc(cc1)-c1cc(=O)n(C)cc1F,CHEMBL3664683,4.698970004336019,-11.36832
401,CC(C)(c1cc(-c2cccc(c2)-c2ccc[n+]([O-])c2)c2ncccc2c1)S(C)(=O)=O,CHEMBL251883,4.556302500767287,-10.603
403,Cc1noc(n1)C1CCN(CC1)C(=O)NC1CC1c1ccccc1,CHEMBL564547,4.0,-8.57642
404,COC(C)(C)Cn1ccc(cc1=O)-c1ccc(cc1)[C@H](C)N1CC[C@@](CC(C)(C)O)(OC1=O)c1ccccc1,CHEMBL3664687,4.146128035678238,-10.16269
405,O=C(Nc1ccc2cnn(c2c1)S(=O)(=O)c1cccc2ccccc12)C1CCNCC1,CHEMBL482562,2.568201724066995,-11.10653
406,CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC,CHEMBL1480,3.660818063354343,-7.75449
408,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@](C)(C2CCCCC2)C(O)=O)c(C)c1,CHEMBL482146,3.963787827345555,-11.44646
409,CS(=O)(=O)c1ccc2OC3(CCN(CC3)C(=O)N[C@@H]3CC[C@H](C3)c3ccccc3)CC(=O)c2c1,CHEMBL495586,4.0,-9.63244
410,O=C(NC1CCc2ccccc2C1)N1CCC2(CC1)CC(=O)c1ccccc1O2,CHEMBL495601,4.0,-10.89274
411,CN1CCN(CC1)c1cnc2c(ncnc2c1)C1CCN(CC1)C(=O)c1ccc(OC(F)(F)F)cc1N,CHEMBL4445670,4.301029995663981,-10.1763
412,Cl.COc1ccc(NC(=O)N2CCNC[C@@H]2COc2cccnc2)cc1,CHEMBL3262163,5.0,-7.94115
413,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC(C2CCC(=O)CC2)C(O)=O)c(C)c1,CHEMBL473421,3.9731278535996988,-11.29979
414,CCCC(CCC)(NC(=O)c1cc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(O)=O,CHEMBL472319,4.518513939877887,-10.38075
415,C[C@H](N1CC[C@@](CC(C)(C)O)(OC1=O)c1ccc(F)cc1)c1ccc(Br)cc1,CHEMBL3645526,3.863322860120456,-9.13128
416,Cc1csc2n(CC3CCCO3)c(=O)n(CCc3ccccc3)c(=O)c12,CHEMBL4451942,3.9190780923760737,-9.07788
417,CC(=O)N1CCN(CC1)c1ccc(OCC2COC(Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1,CHEMBL157101,4.6020599913279625,-10.21936
418,CS(=O)(=O)c1ccc2OC3(CCN(CC3)C(=O)Cc3ccc(Cl)cc3Cl)CCc2c1,CHEMBL497829,4.0,-9.53969
419,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)C(O)=O)C(F)(F)F,CHEMBL397229,4.6020599913279625,-9.40235
420,FC(F)(F)C(=O)c1ccc(s1)C(=O)N1CCC(CC1)c1nnc(o1)-c1ccccc1,CHEMBL485771,3.6989700043360187,-10.17846
421,OC(=O)c1ccc(cc1)-n1nc(cc1-c1ccc(cc1)C(F)(F)F)C(F)(F)F,CHEMBL242403,4.6020599913279625,-9.53498
422,Cc1oc(nc1CCOc1cccc(C[C@H]2[C@H](N(C2=O)c2ccc(cc2)C(C)(C)C)C(O)=O)c1)-c1ccc(Cl)cc1,CHEMBL272336,2.6127838567197355,-10.72777
423,Cc1oc(nc1CCOc1cccc(C[C@@H]2[C@@H](N(C2=O)c2ccc(cc2)C(C)(C)C)C(O)=O)c1)-c1ccccc1,CHEMBL272963,2.8260748027008264,-11.08002
424,O=C(\\C=C\\C=C\\c1ccccc1)c1ccc[nH]1,CHEMBL4065261,4.301029995663981,-7.61332
426,Clc1ccc2[nH]c(nc2c1)-c1ccc(nc1)N1CCC2(CC1)OC(=O)c1cccnc21,CHEMBL4081676,3.531478917042255,-10.67319
427,Fc1ccccc1S(=O)(=O)c1cc(Cl)ccc1S(=O)(=O)N1CCC(CNS(=O)(=O)C(F)(F)F)(CC1)C#N,CHEMBL593838,3.0,-10.48406
428,CCOC[C@]1([C@H]2CCC[C@@H]12)c1ccc(Cl)c(Cl)c1,CHEMBL2021582,3.6989700043360187,-7.14531
429,CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2CC(F)(F)[C@@H](O)c12,CHEMBL4173075,4.361727836017593,-8.84248
430,Clc1ccc(CNC(=O)N2CCC(CC2)Oc2ccccc2)c(Cl)c1,CHEMBL589135,3.146128035678238,-9.3533
431,C[C@H](N1CC[C@@](CCCNS(C)(=O)=O)(OC1=O)c1ccc(F)cc1)c1ccc(cc1)-c1ccc(F)cc1F,CHEMBL1829782,3.5563025007672873,-10.56187
